V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
142065	IT IS MY CONVICTION THAT KAMALA HARRIS WILL PERSIST IN PROPELLING THE NATION FORWARD UPON ASSUMING THE PRESIDENCY,IN STARK CONTRAST TO DONALD TRUMP,WHOSE ACTIONS SUGGEST A REGRESSIVE INTENT ALIGNED WITH DISTATORIAL AMBITIONS.
142067	She has the ability to be the President of the United States Of America!
142068	she has values that are important to[CHAR(10)]me , and would love to have a black,female[CHAR(10)]president
142069	Firstly, she is not Donald Trump, second, I think she is a strong candidate and now with her new VP pick, it is a powerful ticket.
142072	Positive, honest, intelligent, unifying, compassionate and really cares about people, unlike Trump. He only cares about himself and staying out of prison, which is where he should be now!!!
142074	she is a well spoken woman with common sense.
142077	successful experience
142081	Woman, young(ish), Democrat, honest, energetic, sense of humor, integrity
142084	Professionally capable, depth of experience, stepped up gracefully, has stood for the rule of law as a prosecutor and AG. Enthusiastic, energetic, good congressional and executive record, made an good choice for VP.
142085	I support her as the United States first female president
142087	She's female, her prosecutor background brings a grounded view of the world.
142095	Competence, intelligence, morality, better on economy, domestic and international issues
142096	She's a competent politician, she is young, doesn't have dementia, knows how to run the government, will protect the institution of democracy, will gain back (hopefully) abortion rights, has the same values I do.
142097	She always has a smile.
142098	she’s not Donald trump
142099	Her policies for the country, especially the for middle class. She’s a leader with integrity and strong leadership.
142100	keeping our constitutional rights and checks and balances
142102	She has been in office for 4 years already and I do not like the changes I have seen over the last 4 years.
142104	pro women: believes our bodies our right to choose. she is also a positive person does not spread hate and vitriol.
142108	several things abortion issues
142110	She has a long history of service to the country and to the principles of the rule of law. She seems fair minded. I think she believes in the principles of America. She seems warm and friendly.
142113	She seems professional and will not lose her cool and act irrationaly
142114	I think she can do a better job than trump [CHAR(10)]she’s more qualified than trump
